,restoran_name,date,estimation,title,text
67,«Своя компания» - доставка еды,11/03/2016 13:06,4,заказывала еду на дом,посещала несколько кафе своя компания все ресторанчики уютные. есть один несомненный плюс которым я недавно воспользовалась доставка еды на дом эта услуга очень выручила в день рождение когда с маленьким ребеночком нет возможности приготовить и вообще выбраться в общественное место. доставка по городу вроде бесплатная но я заказывала в арамиль доставили за 150 руб в точно оговоренное мною время заказ сделала по телефону выбирала блюда на сайте привезли все в порционных упаковочках заказ у меня вышел где-то на 5500 руб и еще дали скидку 10 как именнинице осталась довольна всем советую особенно если хочется что-то отведать вкусного а мест в ресторане как обычно нет. про сам ресторан могу сказать что обслуживание там всегда по времени происходит долго посетителей много не могу выделить какой-то отдельный адрес везде обстановка одинаковая на амундсена кафе расположено на 2-х этажах в кафе возле стадиона очень маленькое помещение но главное что везде уютная обстановка
68,«Своя компания» - доставка еды,1/09/2019 17:16,5,милый дом,доброго времени суток всем зашедшим в мой отзыв сегодня поделюсь свои мнением о посещении своя компания посещаем с супругой частенько. выбираем данный ресторан так как очень уютно хороший интерьер качественное обслуживание вежливый персонал начиная от официантов и заканчивая администраторами больше всего запомнилось то что ещё только поднимаешься а тебя уже приветствуют от куда-то сзади. заказываем стандартно салаты вторые блюда чай и что-нибудь на десерт я например брал салат прованский второе блюдо пюре с куриными рулетиками чесночные гренки рулетики фаршированные чай 600 мл десерт подача салата была в течении 10-15 минут. после того как покушали официант вежливо забирал пустую тарелку и приносили следующее блюдо музыка играет приятная и не навязчивая на столе имеется кнопка вызова официанта что очень удобно пробовали экспериментировать когда нужно было оплатить счёт нажал и в течении 10 секунд к нам уже подошли.мы расплатились и оставили чаевые. всем рекомендую
69,«Своя компания» - доставка еды,31/03/2018 22:01,5,отличный ресторан,когда-то давно мне посчастливилось побывать в ресторане своя компания хочу сказать что ранее я в ресторанах не была но первое знакомство прошло отлично.официанты были очень вежливы быстро записали наш заказ проконсультировали нас по поводу блюд которые мы заказывали.еду нам принесли очень быстро качество блюд на высоте салат цезарь превзошел все ожидания сыр в пицце соблазнительно тянулся от суши невозможно было оторваться.моя семья была в восторге я тоже брат с сестрой были увлечены занимательными играми и раскрасками изредка прибегали поесть.хочется выразить огромную благодарность ресторану пожелать им творческих успехов мы обязательно придем к вам еще у этого ресторана очень разнообразное меню и много кухонь есть бизнес ланч атмосфера спокойная и уютная вокруг шкафы с книгами. цены адекватные
70,«Своя компания» - доставка еды,28/06/2020 07:48,5,хорошо,хорошая доставка по меню и уровню сервиса похожа на голодную голову у них тоже большой ассортимент меню блюда все есть в наличии проблем не возникает тоже удобный сайт как у них ссылка к тому же еда действительно вкусная ценова политика адекватная а курьеры и абсолютно весь персонал уважительно и почтительно обходятся разговаривают приятно советую уточняют в общем всем советую и рекомендую
71,«Своя компания» - доставка еды,15/07/2013 18:39,5,уютно и вкусно как дома^^,ну вот я и побывала в на аксакова впечатления остались самые хорошие персонал вежливый дружелюбный официантка была очень расторопная что несомненно порадовало заказывала бизнес-ланч приготовлен бесподобно никогда не пробовала такого вкусного картофельного пюре салат горячее и сок всего за 190 рублей я лично наелась до отвала дизайн и атмосфера на высоте очень уютно вот только проходя через курящий зал я сидела в некурящем заметила что очень много дыма вытяжки видимо не справляются на комсомольской такого нет не знаю как там можно подолгу сидеть но не смотря на этот минус обязательно буду заходить в свою компанию на аксакова еще и еще замечательный ресторан всем советую
72,«Своя компания» - доставка еды,5/04/2017 13:23,2,не ходите в свою компанию на бакалинской,вчера сходили с мужем в этот ресторан и о чем я сегодня очень пожалела заказывали роллы горячие и кофе с выпечным чизкейком а муж бефстроганов и кофе.чизкейк если он называется выпечной наверно как минимум теплый должен быть а мне принесли ледяной -как будто только из морозильника достали.в итоге после этого похода я сегодня лежу дома с отравлением вместо того чтобы быть на работе и скорее всего туда больше ни ногой
73,«Своя компания» - доставка еды,28/07/2015 16:14,5,где поесть в екатеринбурге быть в такой компании одно удовольствие вежливость персонала окупает длительное ожидание блюд было бы странно если бы свежее блюдо подавали в течение минут,если вас волнует вопрос где поесть в екатеринбурге да так чтобы было вкусно комфортно и недорого милости прошу познакомиться с этим замечательным местом сеть кафе своя компания получила тем большую популярность когда в одном из этих заведений побывала знаменитый российский критик исследователь ресторанов их кухни и уровня обслуживания. удивляет и легкий антураж смесь стиля лофт и кантри с японскими нотками и персонал проверено на себе что сколько раз выйдешь и зайдешь мы выходили с подругой покурить столько раз с тобою поздороваются мило принять заказ подходят очень быстро сразу вежливо предупреждают о возможном времени ожидания готовых блюд в среднем от 20 до 40 минут но оно того стоит мясо просто великолепное по вкусу точно как и карбонара очень вкусные коктейли и алкогольные и детские побывала во многих кафе этого уровня среднего ценового сегмента но своя компания для меня остается предпочтительнее
74,«Своя компания» - доставка еды,10/05/2015 15:25,5,хожу только в это кафе но недовольство тоже есть,очень люблю это кафе и приучила к нему многих подруг если передо мной стоит выбор куда пойти то конечно в свою компанию недавно ездили в челябинск погулять посмотреть достопримечательности тащились полгорода чтобы найти именно этот ресторан нашли почему мне так нравится это заведение вкусная еда -недорого доброжелательный персонал хороший выбор от роллов до пиццы от салата до мясных и рыбных блюд. у меня есть карта когда я оплачиваю счёт на неё капает 10 от суммы заказа и мы уже несколько раз ели бесплатно после еды приносят жевачку пара минусов нужно звонить и записываться чтобы попасть блюда в разных точках готовят по-разному алкогольные коктейли- сплошная вода. ресторан на амундсена персонал медленный не всегда доброжелательный по этому адресу всегда есть свободные места но ждать заказа дольше всего про бизнес-ланч уже писали мало того что ждать долго так ещё приносят явно старые блюда вчерашние на мой взгляд ресторан рекомендую так как все-таки о посетителях заботятся интересуются мнением меняют меню нравится идея с неделями еды разных стран грузинской итальянской и т.д
75,«Своя компания» - доставка еды,13/06/2018 15:46,5,доступные цены хорошее качество,регулярно посещаю кафе-ресторан своя компания и еще ни разу не разочаровалась ни в качестве блюд ни в обслуживании персонала ни в итоговом счете сначала я влюбилась в интерьер нисколько не уступает ресторанам с заоблачным средним чеком потом распробовала кухню что касается меню- хотелось бы почаще видеть обновление ассортимента и может быть больше акций и интересных предложений обслуживание на высоком уровне начиная с гардеробной приветливые женщины всегда желают приятного аппетита улыбчивые хостесы проводят до столика познакомят с официантом а однажды мы забыли в одном из ресторанов сети зарядку от мобильного позвонили в заведение нам с удовольствием помогли администратор отложила его до следующего дня в общем персонал всегда рад помочь еда вкусная чек- не кусается
76,«Своя компания» - доставка еды,2/02/2017 10:35,3,медленное обслуживание очереди невкусные роллы,не сказала бы что ресторан чем-то кардинально отличается в лучшую сторону от других подобных заведений на некоторых адресах лучше на некоторых хуже. на уральской достаточно уютно отделены друг от друга столики домашняя обстановка на московской похуже в некоторых точках столики практически не отгорожены в зале темно столы большие человека смогут расположиться диванчики довольно удобные не стоят слишком далеко от столов несколько раз когда ходили туда с подругами в выходные были очереди чтобы просто попасть внутрь один раз дождались подруга приехала из другого города некогда было ехать в другое место в другой раз просто ушли. официанты не очень расторопные могут ошибиться или что-то забыть приходится просить еще раз долго рассчитывают и несут чек когда подруга попросила разменять мелкими купюрами 500 чтобы оставить чаевые принесли купюр по 100. брали там роллы не понравились очень сухие при этом не дешевые. учитывая все вместе большого удовольствия от посещения не испытываешь поэтому ходим в другие места
77,«Своя компания» - доставка еды,22/10/2013 07:48,5,очень позитивно и вкусненько,своя компания прекрасна для посиделок с подругами приятно посидеть на мягких диванчиках поболтать о приятном меню впечатляющее люблю у них запеченные роллы они просто божественны а вот на десертик вкусненько употребить шоколадный тортик цены приемлемые если пойти в другое заведение типа сушкофф потратитесь больше с меньшим комфортом. не так давно подруга отмечала в своей компании день рождение отдельно помещение прикрытое ширмой мягкие диваны и удобные кресла очень хорошо посидели приглушенная музыка настраивает на позитивный настрой и к тому же предоставленная сидка в 10 приятно удивила в день рождения предоставляются скидки официанты достаточно быстро исполняют все ваши пожелания а на день рождение девушка официантка постоянно приходила подливала вино и соки вне праздника так же долго не ожидаем заказа все быстренко происходит своя компания на пр.ленина 49 удивила своим сервисом очень цивильно культурно но все бы ничего если бы не бешенные очереди которые перебивают весь аппетит с этим надо что-то делать им или расширять заведения или открывать новые кафе. холмс в юбке
78,«Своя компания» - доставка еды,20/06/2013 13:07,3,неплохо вкусно но долго,посетила вчера данное заведение давно собиралась просто шла мимо кушать даже не хотелось просто думаю дай зайду что-нибудь закажу пришла увидела что еще при входе сидят около человек меня спросили собираюсь ли я ждать данную очередь согласилась пока посидела приятная обстановка сходила помыла руки очень уютно играет спокойная музыка очередь подошла моя меня проводили подали меню я выбрала филадельфию и роллы с курицей и пармезаном оооооочень долго ждала я уже так проголодалась так захотела кушать безумно пришлось еще раза спрашивать сколько еще наконец-то мне принесли вкусно тут ничего не скажешь правда пармезан был староват подсохший какой-то а так все очень вкусно цены не запредельные вполне нормальные поэтому ставлю тройку за еду за обстановку а ожидание огромный минус еще сидела читала книги стоящие на полках
79,«Своя компания» - доставка еды,4/01/2013 14:20,5,уютно вкусно недорого,
80,«Своя компания» - доставка еды,24/10/2013 20:50,5,5++++ это самый лучший ресторан,самое мое любимое место в городе где я частенько бываю ресторан проверенныйю надежный уютный а самое главное туда охота возвращаться снова и снова плюсов у него множество это и приятная атмосфера уютная и теплая и вкусная прекрасная кухня на выбор европейская и японская приветливый персонал и что немаловажно очень приемлемые цены я бы даже сказала одни из самых низких в городе обожаю роллы очень недорогие и вкусные к примеру роллы с шиитаке и лососем стоят всего 49 рублей это невероятно минус есть совсем небольшой но вызван он большой популярностью данного заведения огромное количество посетителей желающих попасть туда поэтому бывает выстраивается даже очередь тебя занясят в очередь столики не бронируют как правило в выходные дни отличное заведение рекомендую всем заслуживает похвалы и высшей оценки
81,«Своя компания» - доставка еды,30/01/2015 14:07,1,отвратительно,добрый день.вчера с подругой в 23:00 решили покушать роллы не долго думая пошли в свою компанию в сипайлова раньше я там уже была один раз и мне очень понравилось.но вчера я была просто возмущена. нас никто не встретил и конечно же не проводил за столик нам пришлось самим искать место все освободившиеся места были грязные на столе не было ничего убрано. ждали официанта около 15 минут. заказали сет из ролл и чай. роллы принесли быстро но они были холодные и будто только что из холодильники.от них был такой ужасный запах именно холодильника.я съела одну подумала может мне кажется но когда попробовала каждый вид по одной поняла что нет.и за этот ужас мы отдали 500 отвратительное место больше никогда туда не пойду и никому не советую
82,«Своя компания» - доставка еды,19/12/2017 21:42,3,испортился ресторан,18.12.2017 ужинали с мамой в своей компании на комсомольской и знаете что мне не понравилось раньше как то получше было. в цезаре такие сухари огромные что в рот не лезут тарелка огромная а салата с гулькин нос заказала филе свинины с запечённым картофелем так свинину посыпали очень обильно непонятной приправой что вкуса мяса я не ощутила а картофель местами был полусырой. ладно хоть маме понравилась рыбка на пару. заказали морковных фреша так они были разбавленные водой это я точно ощутила потому что дома частенько выживают и знаю какой он должен быть. за всю эту хрень-1800 с копейками положила 2000 так официант мне не принесла сдачи подождали чуток и ушли разочарование. кароч больше я туда ни ногой благо заведений в уфе достаточно
83,"Доставка еды Прием, Россия (прежнее название - Wow Food)",5/03/2020 02:23,2,даже ваш будущий зять готовит лучше а обманывает меньше,для начала одно уточнение этим сервисом я воспользовался во второй половине января 2020 тогда он назывался сейчас на момент написания отзыва старая ссылка ссылка перекидывает на сайт с доменом ссылка тем не менее это тот же самый сервис лично мне непонятны причины переименования название мне нравилось больше да и лучше подходило на мой взгляд простота упрощение это то чего ждут люди заказывающие готовое питание никакого там и в помине нет не надо вводить потенциальных клиентов в заблуждение. кроме того мне непонятна связь с материнским брендом growfood то ли это упрощённая версия опять просится основного продукта то ли один сервис купил и присоединил к себе другой по факту это два бренда одной компании две половинки у них всё общее даже колл-центр. это был первый сервис заказа готовой еды который я попробовал для ознакомления взял комплект еды на самый короткий срок с одной доставкой еды на дня уже этим отличается от других сервисов остальные предлагают доставку раз в три дня более короткий срок хранения теоретически должен положительно сказаться на свежести натуральности и приближенности блюд к домашней кухне экономит делая доставки реже на треть вариантов по количеству блюд в день или калорийности тоже не предлагают что вообще-то уже странно зато могут предложить цену ниже комплект блюд на дня мне обошёлся в 1760₽.изначально когда присматривался на сайте было указано что доставка осуществляется в выбранный мной двухчасовой интервал мол всё будет отлично ты только купи я расслабился думал в начале рабочей недели закажу и до выходных буду сытый но при оформлении заказа сразу выбрать дату и время не даёт типа это всё потом в личном кабинете и уже после того как я заказал и тут же оплатил на сайте в личном кабинете вижу что во-первых ближайшая доставка возможна только на четвёртый день со дня оплаты если быть точным в понедельник вечером я оплатил во вторник в личном кабинете смог выбрать вечер четверга во-вторых со временным интервалом не всё так просто оказывается есть условия в зависимости от того куда будет производиться доставка например в область доставку на утро заказать не получится а с 12.00 до 18.00 вообще никуда не получится ну и самое главное нет никакой возможности при доставке выбрать двухчасовой интервал. я выбрал вечер это с 18.00 до 23.00. пять часов не два когда я напомнил сотруднику по телефону что сайт обещает изначально доставку в двухчасовой интервал он сказал что выбрать двухчасовой интервал нельзя но можно оставить пожелание по времени доставки справедливости ради стоит сказать что привезли еду именно в желаемый интервал однако как я уже сказал ради этого всё равно пришлось отказаться от других планов то есть как в старые недобрые времена сидеть на одном месте и ждать на вечер можно ничего не планировать при таких условиях доставка это не удобнее чем самому куда-нибудь заехать и забрать во-вторых в любом случае я уже прочувствовал что эта фирма решила меня налюбить пообещав но не сдержав обещание.и обратите внимание на ещё один моментик здесь должен был быть скриншот с сайта но мне не разрешили его приложить даже после переименования в на главной странице в первой половине прокрутки предлагают ввести свой номер телефона для уточнения деталей заказа и доставки и только пролистав страницу до самого конца мы можем узнать что указывая номер телефона на сайте вы соглашаетесь с условиями публичной оферты и обработки персональных данных не так не прокатит нельзя так сказать вы уже подписались под всем что мы захотим и даже сами этого не заметили ха-ха я не акцептировал оферту если я не то что не ознакомлен с её условиями но даже не подозревал о её существовании и номер телефона личные данные вводил исключительно для целей заявленных вами на тот момент.в общем видя что контора всячески пытается нас налюбить даже по мелочам стоит сделать вывод что доверять ей своё питание небезопасно и навсегда забыть о её существовании но у меня то заказ уже оплачен так что придётся пробовать не благодарите. наверное хорошо что у новой коробки сделали другие ручки потому что эти легко порвать с непривычки. совершенно не написано что это за блюдо не говоря уже о составе и характеристиках а если у меня аллергия на какие-то из ингридиентов на сайте есть меню по дням но надо ещё поискать ведь личный кабинет заточен чисто под очередной заказ. мне было удобнее самому решать что и в какой последовательности я съем тем более что срок годности на всех контейнерах указан одинаковый пять дней кстати один день тут отнюдь не лишний дата изготовления 22-е число а доставлен заказ был вечером 23-го числа на 24 25 26 27. вот и получается что срока годности хватает день в день.завтрак тут всегда несерьёзный это может быть сэндвич блинчик или йогурт с мюсли. мне сразу в глаза бросились чёрные крупинки в гречке гречкой явно не являющиеся чтобы их заметить даже ничего трогать не нужно было. а вот что вермишель может быть такой невкусной я узнал только сейчас во вполне взрослом возрасте реально впервые мне такое попалось я даже не понимаю из-за чего именно она приобрела настолько отвратительный вкус но есть её я не смог при всём желании.мясные блюда ничем особо не запомнились то есть были более-менее съедобны блинчики даже вкусны.на третий день моего питания из компании позвонили предложили заказать опять звонок прервался снова позвонили вечером а потом ещё на следующий день по-моему это попытка компенсировать своей настойчивостью и навязчивостью отсутствие у клиента желания делать покупки повторно если бы мне всё понравилось я бы к тому моменту уже заказал снова сам на сайте.в общем я верю что вся проблема в том что знакомство с сервисами готовой еды я начал с самого дешёвого предложения при случае планирую попробовать другие варианты не устроил ни по качеству еды ни по качеству сервиса.п а ещё всего за четыре дня этого эксперимента я научился ценить свежую еду собственного приготовления и вообще понял что я умею готовить и даже получаю от этого удовольствие и ещё чуть-чуть фото
84,"Доставка еды Прием, Россия (прежнее название - Wow Food)",15/09/2022 21:44,2,мой опыт питания едой от приём всё меню за месяц фото прилагаются,всем привет целый месяц делала фото и записывала впечатления чтобы пополнить коллекцию честных отзывов которых тут очень мало. у приём вкусные завтраки не считая каш которые я не ем в принципе вкусные но дико калорийные бывало завтрак по калорийности был больше обеда и ужина вместе взятых само собой насыщение быстро проходит и опять хочется кушать бесполезные калории. обещали недели еды без повторов ложь реальность повторы были постоянно одни только сырники мне раз привозили это вкусный повтор но ложь остается ложью 20.08.22 была тухлятина на ужин выкинула. на фото мяса всегда гораздо больше чем в реальности пишут вес блюда в целом т.е вам привозят на обед блюдо соба с говядиной в соусе терияки 200 гр и из них мяса грамм это реальный случай а не пример из воздуха у них всего два соуса которые всегда одинаковые во всех блюдах с соусом один сливочный второй типа азиатский сладкий прозрачный крайне редко бывает новый вкусовой нюанс в сливочном когда каааапельку песто добавят или сырного ароматизатора ровно один раз было один раз еще были интересные тайские мотивы. курьеры всегда привозили еду в обозначенный интервал времени к ним претензий нет служба поддержки отрабатывает свою зарплату хорошо но с таким качеством продукта даже девочки из поддержки и супер курьеры бизнес не спасут надо лечить болезнь а не перекрывать симптомы проплаченными положительными отзывами. идея отличная цена отличная можно даже поднять на несколько тысяч и привести в порядок качество и количество еды завтраки вкусные мяса мало котлеты фрикадельки будто из бумаги с ароматизаторами поменять поставщиков сырья если же руководитель знает какими котлетами кормят его клиентов то остается лишь пожелать такой еды его потомкам также надо перестать врать что нет повторов перестать нести чушь про то что фрикадельки вместо как на сайте это вариант сервировки дальше что будет ни одной фрикадельки и комментарий что на сайте представлен вариант сервировки а теперь долгожданные фото реальных блюд. день первый 15.08.22. завтрак блинчики с джемом и сметаной вкусные претензий нет. обед ожидание реальность мне досталось всего маленьких кусочка мяса на всю тарелку видимо стоит сказать спасибо что не тупо шкурка от куры как в мьянме либо создатели проекта обманывают либо повара подворовывают им не платят нормальную зарплату грусть и печаль тут соус 2. на вкус нормально фрикадельки в жизни намного меньше чем на фото к слову одна из них была не целой кто-то уже надкусил её до меня похоже на вкус терпимо но не так чтобы прям вкусно соус 1. насыщения конечно же нет нужно ещё что-то готовить. день второй 16.08.22. завтрак сэндвич вкусный претензий нет. обед пюре порошковое котлета с соусом вкусная не знаю как так мне досталась вкусная котлетка далее все были из бумаги похоже на сайте котлета побольше конечно же. ужин ​​ куриная грудка в сливочно-горчичном соусе и рис с овощами как обычно мизерное количество мяса чувство голода не покидает весь день в рис налито масло зачем лучше бы эти лишние калории количеством мяса добили но это не выгодно компании понятное дело мне вкусно либо это эффект голодного человека кушать очень хочется но продолжаем эксперимент тут опять соус 1. день третий 17.08.22. завтрак реальность сырники вкусные я довольна обед паста со сливочным тунцом на вкус нормально сытости нет жду когда привыкну некушать как модель тут опять соус 1. ужин ожидание реальность как обычно приём обманывает не удивляемся два кусочка запеканки вместо трех по пропорциям фотографий видно что одного точно не хватает они это называют вариант сортировки думаю что в их же grow такое же отношение к клиентам. день четвертый 18.08.22. завтрак на завтрак якобы японские сырники но на вид и вкус они точно такие же как и вчерашние только без джема вкусные но опять обман с каждым днем я все меньше и меньше хочу повторять покупку у этого продавца неприятно когда обманывают обед и ужин такие же как и 16.08.22. в службе поддержки сказали что просто первые три дня у вас нестандартное меню а потом все будет нормально хотя далее и идут постоянные повторы на сайте можно посмотреть меню на следующие дни девушка сказала что это техническая проблема в службе поддержки хороший специалист понимаю что это не она все придумала в плане обмана людей и не вижу смысла на неё ругаться поэтому просто посоветовала передать её крысам руководителям что лучше бы писать вес не общего блюда а конкретно сколько каждого ингредиента чтобы это было видно до покупки и сделать настоящие фото конечно же этого не сделают и будут продолжать врать потребителю и оплачивать написание фэйковых положительные отзывов тут и на других сайтах с отзывами. обед дублирует ужин позавчера 16.08.22. рис уже подсохший соус все ещё вкусный тут опять соус ужин дублирует обед 16.08.22. день пятый 19.08.22. завтрак очень вкусный круассан правда конечно много пустых калорий и скоро чувство насыщения пройдёт но зато утро с ним действительно доброе обед нормальное блюдо на вкус не вау но голодному вполне нормально а с доставкой приём вы всегда будете голодными тут опять соус 2. ужин салат вкусный понравился сытости от него ноль шёл пятый день голодания диеты с приём пока ещё потихоньку привыкаю шёл шестой день с того момента как я объявила голодовку ем еду от приём 20.08.22 завтрак рисовая каша с яблоками и корицей есть я это не смогла молочные каши у меня вызывают рвотный рефлекс сложно оценить объективно то что не ешь но отзыв мой поэтому и мнение будет моё блюдо для меня получается невкусное пришлось готовить завтрак самостоятельно обед объективно бестолковое блюдо свекольная вода с половинкой яйца и ошметками куры. ужин котлета с курицей и овощами в сливочном соусе и рис на фото котлета была в раза больше чем в реальности классика от приём а бонусом еще отвратный запах и вкус да я тут голодающая попробовать рискнула даже с таким запахом естественно я храню всю еду в холодильнике с момента её доставки до момента поедания оказалась тухлятина. хорошо работает служба поддержки в этот же вечер привезли еду по тарифу grow на и дни 21.08 и 22.08 но отзыв не про них поэтому пропускаем в двух словах блюда такие же только объем такой как на фото в сети а не урезанный как в приём день девятый 23.08.22. завтрак вкусный лаваш с курой сыром и рисом обед суп-пюре из моркови с курицей очень вкусный кажется с кокосовым молоком побольше бы таких блюд от брокколи воняло сырой тряпкой выкинула ужин как обычно приём обманывает курицы намного меньше чем на картинке с сайта на вкус нормально день десятый 24.08.22 завтрак на вкус нормально претензий нет это яйцо с сыром и булочка. обед соус такой же как в обед 15.08 и 19.08 а фрикадельки такие же как на ужин 18.08. по сути у них все блюда это те же яйца только в профиль тут опять соус 2. ужин такой же соус как и в обед лапша немного курочки. день одиннадцатый 25.08.22. завтрак есть не стала каши не ем. обед как обычно приём обманывает уже не удивляемся два кусочка митлофа вместо трех невкусно ужин курица в сливочно-горчичном соусе с кускусом нормально на вкус тут опять соус 1. день двенадцатый 26.08.22. завтрак вкусный завтраки всегда вкусные маленькая утренняя радость ну не считая каш что я не ем обед невкусный просто отвратная котлета будто из бумаги хуже котлет я не встречала вообще. ужин был бы вполне себе ничего на вкус если бы стухшая стручковая фасоль не изгадила картошку и впечатление тут опять соус 2. день тринадцатый 27.08.22. завтрак вкусный третий раз повторяют те самые сырники за вкус за пи ж что блюда не повторяются очередной обед сегодня в виде ролла вкусно но назвать такое полноценным обедом сложно после него быстро хочется есть опять поэтому ужин был съеден уже в 15 часов ужин такой же как и 16.08 и 25.08 25 хоть гарнир другой был сегодня в рис куркумы добавили для цвета но не добавили горошка вкусно опять соус везде где есть сливочный соус он одинаковый хотя можно было бы поиграть с пряностями. день четырнадцатый 28.08.22. завтрак каша есть не стала. обед нормальный хотя котлета рыбная странная такое чувство что там много лишних примесей бумага например процентов 60 ужин все тот же фарш и сливочный соус 1. вкусно но однообразно к крохотным порциям относительно привыкла день пятнадцатый 29.08.22. завтрак вкусный раз повторяют те самые сырники. обед вкусный понравился в этом блюде указан и вес мясного соуса и вес спагетти молодцы за это соуса достаточно для этого количества пасты соотношение хорошее но там не чистая говядина и это чувствуется за это очередной ну и фарш с соусом вчерашние. ужин на вкус хорошо тот же фарш что и в обед только в томатном соусе день шестнадцатый 30.08.22 завтрак повтор 16.08.22 обед на вкус нормально все тот же соус как и всегда ужин салат почти винегрет нормальная порция не хватает капустки квашеной масла можно было бы и поменьше вкус хороший день семнадцатый 31.08.22. завтрак опять рисовая каша не ем такое. обед запеканка из пасты с тем же самым фаршем как вчера. ужин опять соус 2. день восемнадцатый 01.09.22. на завтрак вкусные блинчики ужин понравился сырный соус неплох мизерная котлета как обычно день девятнадцатый 02.09.22. на завтрак все те же сырники уже раз. на обед такая же индейка как уже была и такой же сливочный соус как и всегда на вкус нормально однообразие надоело. на ужин птитим с говядиной и овощами в пряном соусе в котором не нашлось говядины вообще соус такой же как и всегда 2. день двадцатый 03.09.22. завтрак вкусный гранола и йогурт обед тоже вкусный запеканка картофельная ужин опять рис и курица в соусе 2. они называют все по-разному но на вкус все одинаковое день двадцать первый 04.09.22. завтрак блинчки такие же как уже были вкусно. обед такой же как и 01.09.22. ужин котлета из трески с картофелем и сметанным соусом на мой вкус соус тут не очень сметана кислит все же котлета так себе но рыба чувствуется день двадцать второй 05.09.22. завтрак невкусный какая-то жижа и булочка на обед лапша овощи и целых грамм мяса вес с мясом на ужин куриная грудка в томатном кляре с гречкой вкусно день двадцать третий 06.09.22. завтрак вкусный гранола и йогуртовым крем-суфле на обед грибной крем-суп вкусный ужин повтор 17.08 день двадцать четвёртый 07.09.22. завтрак опять каша не стала есть обед спагетти со сливочным соусом и тремя крохотными тонюсенькими кусочками ветчины на фото я уже добавила перчика в соус не хватает мяса как обычно. ужин повтор 15.08.22 день двадцать пятый 08.09.22. завтрак вкусный сегодня был морковный пирог. обед нормальный но без мяса опять только парочка крошек от фарша ужин нормальный запеканка с ароматом трески день двадцать шестой 09.09.2022. завтрак повтор 15.08.22 обед повтор котлеты с соусом от 16.08.22 спагетти. ужин повтор 16.08.22 день двадцать седьмой 10.09.22. завтрак нежный скрэмбл с кукурузой и сливочным песто нормально можно и без соуса лучше бы кусочек хлеба. обед повтор 25.08.2022 на ужин рыбная котлета в сливочном соусе том ям и пюре из зеленого горошка интересная задумка еще бы из нормального фарша котлетка была бы сделана а так соус и пюре вкусные правда пюре так мало что оно скорее как соус идет. день двадцать восьмой 11.09.22. завтрак паштет и хлеб нормально претензий нет. обед повтор 17.08.2022 ужин те самые фрикадельки из бумаги тот самый сливочный соус и тот самый рис и нет я не схомячила одну из них перед фотографированием это такой вот вариант сервировки от приём тут была картинка с сайта реальность. день двадцать девятый 12.09.22. завтрак тирамису вкусно можно и без джема. обед повтор 23.08 только без намека на кокосовое молоко уже не так вкусно как 23.08. ужин плов из булгура с кусочками курицы на вкус ничего даже понравилось. день тридцатый 13.09.22. завтрак не стала есть там опять каша. обед свинина в кисло-сладком соусе с гречкой нормальная мяса мало как обычно. ужин лобио с курицей и рис с зеленью нормально фарш как обчно. день тридцать первый 14.09.22. завтрак вкусный повтор блинчиков как 04.09 обед повтор ужина 29.08 только макароны вместо риса ужин фрикасе из курицы с грибами и булгуром грибов не обнаружила как обычно соус и куриное филе на вкус нормально день тридцать второй 15.09.22. завтрак опять каша обед и ужин повтор 16.08
